t,s,w
t1063,0.574,0.096
t1064,0.431,0.083
t1065,0.289,0.073
t1066,0.096,0.062
t1067,0.003,0.036
t1068,0,0.009
t1069,0,0.001
t1070,0,0
t1071,0,0
t1072,0,0.002
t1073,0,0.007
t1074,0,0.02
t1075,0,0.024
t1076,0,0.008
t1077,0,0.007
t1078,0,0.009
t1079,0,0.015
t1080,0.002,0.018
t1081,0.157,0.009
t1082,0.389,0.01
t1083,0.572,0.017
t1084,0.713,0.003
t1085,0.766,0.001
t1086,0.749,0.001
t1087,0.612,0.001
t1088,0.397,0.013
t1089,0.215,0.023
t1090,0.076,0.053
t1091,0.003,0.082
t1092,0,0.085
t1093,0,0.071
t1094,0,0.048
t1095,0,0.024
t1096,0,0.01
t1097,0,0.004
t1098,0,0.003
t1099,0,0.002
t1100,0,0.002
t1101,0,0.004
t1102,0,0.011
t1103,0,0.021
t1104,0,0.022
t1105,0.082,0.011
t1106,0.202,0.005
t1107,0.2,0.014
t1108,0.187,0.016
t1109,0.291,0.013
t1110,0.518,0.005
t1111,0.525,0.003
t1112,0.403,0.008
t1113,0.232,0.02
t1114,0.073,0.05
t1115,0.002,0.077
t1116,0,0.077
t1117,0,0.076
t1118,0,0.079
t1119,0,0.076
t1120,0,0.074
t1121,0,0.072
t1122,0,0.062
t1123,0,0.059
t1124,0,0.066
t1125,0,0.046
t1126,0,0.057
t1127,0,0.07
t1128,0,0.07
t1129,0.041,0.053
t1130,0.115,0.032
t1131,0.22,0.052
t1132,0.218,0.058
t1133,0.228,0.067
t1134,0.24,0.06
t1135,0.261,0.054
t1136,0.237,0.058
t1137,0.099,0.065
t1138,0.04,0.065
t1139,0.001,0.069
t1140,0,0.085
t1141,0,0.078
t1142,0,0.049
t1143,0,0.028
t1144,0,0.017
t1145,0,0.013
t1146,0,0.014
t1147,0,0.019
t1148,0,0.026
t1149,0,0.034
t1150,0,0.039
t1151,0,0.026
t1152,0,0.011
t1153,0.051,0.004
t1154,0.207,0.009
t1155,0.378,0.013
t1156,0.512,0.001
t1157,0.644,0
t1158,0.662,0
t1159,0.602,0
t1160,0.526,0
t1161,0.341,0.002
t1162,0.142,0.013
t1163,0.007,0.042
t1164,0,0.038
t1165,0,0.024
t1166,0,0.011
t1167,0,0.004
t1168,0,0.001
t1169,0,0.002
t1170,0,0.003
t1171,0,0.004
t1172,0,0.002
t1173,0,0.001
t1174,0,0
t1175,0,0.001
t1176,0.002,0.002
t1177,0.101,0.002
t1178,0.272,0.004
t1179,0.409,0.005
t1180,0.496,0.001
t1181,0.56,0
t1182,0.584,0
t1183,0.579,0
t1184,0.467,0
t1185,0.257,0.003
t1186,0.088,0.009
t1187,0.003,0.01
t1188,0,0.004
t1189,0,0.002
t1190,0,0.001
t1191,0,0.001
t1192,0,0.003
t1193,0,0.005
t1194,0,0.004
t1195,0,0.004
t1196,0,0.004
t1197,0,0.004
t1198,0,0.003
t1199,0,0.004
t1200,0.002,0.006
t1201,0.13,0.005
t1202,0.342,0
t1203,0.509,0.001
t1204,0.627,0
t1205,0.659,0
t1206,0.638,0
t1207,0.551,0
t1208,0.406,0.003
t1209,0.28,0.007
t1210,0.118,0.009
t1211,0.006,0.011
t1212,0,0.003
t1213,0,0.001
t1214,0,0
t1215,0,0
t1216,0,0
t1217,0,0
t1218,0,0.001
t1219,0,0.002
t1220,0,0.001
t1221,0,0.001
t1222,0,0.003
t1223,0,0.005
t1224,0.004,0.005
t1225,0.152,0.002
t1226,0.379,0.005
t1227,0.55,0.005
t1228,0.673,0.002
t1229,0.736,0
t1230,0.746,0
t1231,0.713,0.006
t1232,0.585,0.031
t1233,0.409,0.052
t1234,0.181,0.085
t1235,0.013,0.067
t1236,0,0.032
t1237,0,0.013
t1238,0,0.011
t1239,0,0.011
t1240,0,0.008
t1241,0,0.002
t1242,0,0
t1243,0,0
t1244,0,0
t1245,0,0.001
t1246,0,0.002
t1247,0,0.002
t1248,0.003,0.002
t1249,0.127,0.002
t1250,0.36,0
t1251,0.53,0
t1252,0.666,0
t1253,0.675,0.005
t1254,0.648,0.012
t1255,0.562,0.025
t1256,0.438,0.037
t1257,0.274,0.047
t1258,0.102,0.061
t1259,0.005,0.046
t1260,0,0.012
t1261,0,0.001
t1262,0,0.004
t1263,0,0.022
t1264,0,0.035
t1265,0,0.026
t1266,0,0.012
t1267,0,0.004
t1268,0,0.001
t1269,0,0.001
t1270,0,0.002
t1271,0,0.004
t1272,0.001,0.011
t1273,0.063,0.02
t1274,0.184,0.016
t1275,0.31,0.012
t1276,0.363,0.015
t1277,0.25,0.02
t1278,0.284,0.021
t1279,0.375,0.027
t1280,0.33,0.045
t1281,0.213,0.064
t1282,0.077,0.082
t1283,0.004,0.077
t1284,0,0.047
t1285,0,0.022
t1286,0,0.013
t1287,0,0.013
t1288,0,0.011
t1289,0,0.005
t1290,0,0.002
t1291,0,0.001
t1292,0,0
t1293,0,0
t1294,0,0
t1295,0,0
t1296,0.002,0.003
t1297,0.07,0.004
t1298,0.193,0.003
t1299,0.315,0.003
t1300,0.407,0.005
t1301,0.433,0.006
t1302,0.391,0.008
t1303,0.358,0.013
t1304,0.296,0.016
t1305,0.186,0.013
t1306,0.067,0.014
t1307,0.003,0.013
t1308,0,0.004
t1309,0,0.005
t1310,0,0.016
t1311,0,0.031
t1312,0,0.027
t1313,0,0.007
t1314,0,0.001
t1315,0,0.001
t1316,0,0.004
t1317,0,0.004
t1318,0,0.002
t1319,0,0.002
t1320,0.004,0.001
t1321,0.111,0
t1322,0.265,0
t1323,0.408,0.003
t1324,0.453,0.007
t1325,0.513,0.007
t1326,0.571,0.006
t1327,0.552,0.009
t1328,0.444,0.019
t1329,0.266,0.029
t1330,0.088,0.033
t1331,0.005,0.018
t1332,0,0.005
t1333,0,0.002
t1334,0,0.002
t1335,0,0.003
t1336,0,0.009
t1337,0,0.023
t1338,0,0.047
t1339,0,0.069
t1340,0,0.075
t1341,0,0.076
t1342,0,0.084
t1343,0,0.084
t1344,0.001,0.076
t1345,0.045,0.051
t1346,0.121,0.048
t1347,0.194,0.046
t1348,0.283,0.04
t1349,0.339,0.036
t1350,0.346,0.046
t1351,0.34,0.058
t1352,0.275,0.07
t1353,0.185,0.084
t1354,0.075,0.088
t1355,0.004,0.067
t1356,0,0.047
t1357,0,0.044
t1358,0,0.037
t1359,0,0.03
t1360,0,0.022
t1361,0,0.014
t1362,0,0.013
