City,Province,Ycase,Scase,aCAPEX_s,aCAPEX_w,aCAPEX_bat,aCAPEX_ely,aCAPEX_FC,aCAPEX_DRP,aCAPEX_cmp2b,aCAPEX_CGH2,aCAPEX_EAF,aCAPEX_cst,aOPEX_maint,aOPEX_pel,aOPEX_lmp,aOPEX_scr,aOPEX_lime,aOPEX_aly,aOPEX_eld,aOPEX_labour,TotalTransportCost_mUSD
Urumqi,Xinjiang ,Y2040,S3,83.01017292,9.170934073,0,36.95061899,0,16.79477911,0.917395197,0.000122808,35.46699257,14.36303785,38.61949698,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,111.2290793
Urumqi,Xinjiang ,Y2050,S1,144.6966051,11.13385152,0,67.11787544,0,33.58955823,1.372880442,0.000285565,37.06996252,15.17188375,60.90253832,235.2340426,0,0,6.05,26.367,10.79,73.40276596,222.4581586
Urumqi,Xinjiang ,Y2050,S2,103.3512735,9.877149083,2.58E-11,47.94707996,0,25.19216867,1.14513782,0.000213647,36.35051599,14.80885675,46.8664152,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,166.8436189
Urumqi,Xinjiang ,Y2050,S3,65.45691689,8.461075136,0,30.39918119,0,16.79477911,0.917395197,0.00012652,35.56009754,14.41001788,33.77434647,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,111.2290793
Wuhai,Inner Mongolia,YCurrent,S1,80.73093302,172.1439509,0,80.09566632,0,33.58955823,1.372880442,6.79E-05,29.27685781,11.23954503,80.20434008,235.2340426,0,0,6.05,26.367,10.79,73.40276596,41.20527038
Wuhai,Inner Mongolia,YCurrent,S2,57.94125838,123.5491374,0,57.46518255,0,25.19216867,1.14513782,5.10E-05,29.28533706,11.24382359,60.05212847,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,30.90395278
Wuhai,Inner Mongolia,YCurrent,S3,37.00387238,78.96362052,0,36.70185696,0,16.79477911,0.917395197,3.66E-05,29.30094681,11.25170015,41.41966291,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,20.60263519
Wuhai,Inner Mongolia,Y2030,S1,72.76034666,140.3756006,0,51.60960301,0,33.58955823,1.372880442,6.65E-05,29.29840573,11.25041794,66.81384392,235.2340426,0,0,6.05,26.367,10.79,73.40276596,41.20527038
Wuhai,Inner Mongolia,Y2030,S2,52.17955635,100.8131499,0,37.00987697,0,25.19216867,1.14513782,5.31E-05,29.30716596,11.25483828,50.44602371,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,30.90395278
Wuhai,Inner Mongolia,Y2030,S3,33.29481617,64.48056569,0,23.628658,0,16.79477911,0.917395197,3.28E-05,29.32282516,11.2627398,35.28677758,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,20.60263519
Wuhai,Inner Mongolia,Y2040,S1,67.86306066,120.4687796,0,43.80566796,0,33.58955823,1.372880442,6.59E-05,29.31749877,11.26005214,60.4164735,235.2340426,0,0,6.05,26.367,10.79,73.40276596,41.20527038
Wuhai,Inner Mongolia,Y2040,S2,48.49200361,86.69907666,0,31.41542091,0,25.19216867,1.14513782,6.29E-05,29.32624678,11.26446631,45.85753934,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,30.90395278
Wuhai,Inner Mongolia,Y2040,S3,30.96482861,55.42745642,0,20.06957432,0,16.79477911,0.917395197,3.81E-05,29.3450119,11.27393504,32.35924298,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,20.60263519
Wuhai,Inner Mongolia,Y2050,S1,77.27650339,76.32956861,1.69E-11,43.25153288,0,33.58955823,1.372880442,8.26E-05,29.4083707,11.30590539,53.5156587,235.2340426,0,0,6.05,26.367,10.79,73.40276596,41.20527038
Wuhai,Inner Mongolia,Y2050,S2,54.78816252,55.7103327,-1.22E-11,30.79687476,0,25.19216867,1.14513782,6.24E-05,29.4151049,11.30930342,40.91362368,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,30.90395278
Wuhai,Inner Mongolia,Y2050,S3,34.57514645,36.22279116,-1.06E-11,19.50117213,0,16.79477911,0.917395197,4.16E-05,29.43228348,11.31797159,29.21126255,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,20.60263519
Xingtai,Hebei,YCurrent,S1,120.8047544,185.7306457,-5.62E-12,87.45807472,0,33.58955823,1.372880442,7.65E-05,29.30512731,11.2538096,92.19533524,235.2340426,0,0,6.05,26.367,10.79,73.40276596,8.236862288
Xingtai,Hebei,YCurrent,S2,86.60706825,133.4191023,0,62.7263552,0,25.19216867,1.14513782,6.86E-05,29.31601009,11.25930096,68.66129187,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,6.177646716
Xingtai,Hebei,YCurrent,S3,55.22291097,85.37218405,5.17E-12,40.06120929,0,16.79477911,0.917395197,4.52E-05,29.33944127,11.27112415,46.92663851,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,4.118431144
Xingtai,Hebei,Y2030,S1,103.4388131,153.8398401,0,56.08951096,0,33.58955823,1.372880442,8.38E-05,29.33296781,11.26785769,76.37173835,235.2340426,0,0,6.05,26.367,10.79,73.40276596,8.236862288
Xingtai,Hebei,Y2030,S2,74.16752207,110.5025441,0,40.23040775,0,25.19216867,1.14513782,6.42E-05,29.3449248,11.27389109,57.3098343,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,6.177646716
Xingtai,Hebei,Y2030,S3,47.2742295,70.70679784,3.38E-13,25.7245405,0,16.79477911,0.917395197,4.13E-05,29.36766709,11.28536667,39.67922141,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,4.118431144
Xingtai,Hebei,Y2040,S1,93.71763824,132.6662906,0,47.81820654,0,33.58955823,1.372880442,8.16E-05,29.35894351,11.28096483,68.68865548,235.2340426,0,0,6.05,26.367,10.79,73.40276596,8.236862288
Xingtai,Hebei,Y2040,S2,67.2182757,95.29132691,0,34.2884318,0,25.19216867,1.14513782,5.98E-05,29.37138273,11.28724155,51.79937245,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,6.177646716
Xingtai,Hebei,Y2040,S3,42.82824399,61.05248068,-1.43E-12,21.87693395,0,16.79477911,0.917395197,4.73E-05,29.39332928,11.29831561,36.1625,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,4.118431144
Xingtai,Hebei,Y2050,S1,107.1383052,74.00035681,0,49.57875126,0,33.58955823,1.372880442,8.82E-05,29.50883971,11.35660126,60.19415476,235.2340426,0,0,6.05,26.367,10.79,73.40276596,8.236862288
Xingtai,Hebei,Y2050,S2,75.83868381,54.53647226,0,35.22903679,0,25.19216867,1.14513782,6.57E-05,29.51502706,11.35972334,45.71649807,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,6.177646716
Xingtai,Hebei,Y2050,S3,47.74810089,35.85577115,0,22.23793746,0,16.79477911,0.917395197,4.49E-05,29.53318968,11.36888806,32.2930859,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,4.118431144
Zhangjiagang,Jiangsu ,YCurrent,S1,54.57260258,231.2767441,0,85.62060585,0,33.58955823,1.372880442,4.40E-05,29.04878619,11.12446191,87.69680863,235.2340426,0,0,6.05,26.367,10.79,73.40276596,8.236862288
Zhangjiagang,Jiangsu ,YCurrent,S2,39.16720975,165.9892323,0,61.43078578,0,25.19216867,1.14513782,3.68E-05,29.05242378,11.12629741,65.4091445,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,6.177646716
Zhangjiagang,Jiangsu ,YCurrent,S3,24.97021226,106.1364266,0,39.22002205,0,16.79477911,0.917395197,3.30E-05,29.06025806,11.13025052,44.81579328,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,4.118431144
Zhangjiagang,Jiangsu ,Y2030,S1,62.46478839,181.9226423,0,54.52029987,0,33.58955823,1.372880442,6.83E-05,29.05978817,11.13001342,73.45153207,235.2340426,0,0,6.05,26.367,10.79,73.40276596,8.236862288
Zhangjiagang,Jiangsu ,Y2030,S2,44.83275563,130.5710224,0,39.11802977,0,25.19216867,1.14513782,4.80E-05,29.06429525,11.13228766,55.18893472,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,6.177646716
Zhangjiagang,Jiangsu ,Y2030,S3,28.5813624,83.52036907,0,24.9713839,0,16.79477911,0.917395197,4.03E-05,29.07276315,11.13656049,38.28972506,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,4.118431144
Zhangjiagang,Jiangsu ,Y2040,S1,67.96378561,149.260159,0,45.87592411,0,33.58955823,1.372880442,6.07E-05,29.07269076,11.13652396,66.42400529,235.2340426,0,0,6.05,26.367,10.79,73.40276596,8.236862288
Zhangjiagang,Jiangsu ,Y2040,S2,48.75912757,107.1487075,0,32.92152866,0,25.19216867,1.14513782,5.47E-05,29.07777881,11.13909135,50.14787564,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,6.177646716
Zhangjiagang,Jiangsu ,Y2040,S3,31.06370043,68.59049376,6.97E-12,21.01041126,0,16.79477911,0.917395197,3.98E-05,29.08717659,11.1438334,35.07195997,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,4.118431144
Zhangjiagang,Jiangsu ,Y2050,S1,70.13040323,115.9571267,0,38.77778315,0,33.58955823,1.372880442,7.07E-05,29.09354124,11.14704495,58.92231738,235.2340426,0,0,6.05,26.367,10.79,73.40276596,8.236862288
Zhangjiagang,Jiangsu ,Y2050,S2,50.33796966,83.2313242,1.76E-11,27.82402172,0,25.19216867,1.14513782,5.17E-05,29.09896719,11.14978284,44.76671178,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,6.177646716
Zhangjiagang,Jiangsu ,Y2050,S3,32.07928296,53.316006,0,17.74420029,0,16.79477911,0.917395197,4.08E-05,29.11007433,11.15538741,31.63744173,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,4.118431144
Zhangjiakou,Hebei,YCurrent,S1,116.7699626,169.0641835,0,97.08920365,0,33.58955823,1.372880442,8.48E-05,29.4993843,11.35183013,90.07896696,235.2340426,0,0,6.05,26.367,10.79,73.40276596,8.236862288
Zhangjiakou,Hebei,YCurrent,S2,83.78902839,121.3500167,-1.52E-11,69.66781399,0,25.19216867,1.14513782,6.41E-05,29.51145621,11.35792152,67.15880026,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,6.177646716
Zhangjiakou,Hebei,YCurrent,S3,53.40234755,77.69120281,-1.21E-11,44.48534402,0,16.79477911,0.917395197,5.04E-05,29.53407898,11.36933679,45.9871293,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,4.118431144
Zhangjiakou,Hebei,Y2030,S1,137.0502447,87.37458162,-3.95E-11,73.60807152,0,33.58955823,1.372880442,9.11E-05,29.66383727,11.43481179,73.45821578,235.2340426,0,0,6.05,26.367,10.79,73.40276596,8.236862288
Zhangjiakou,Hebei,Y2030,S2,97.49801412,63.75387845,-1.81E-11,52.64907053,0,25.19216867,1.14513782,6.70E-05,29.67356006,11.43971784,55.2470325,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,6.177646716
Zhangjiakou,Hebei,Y2030,S3,61.62210342,41.59845831,0,33.46437733,0,16.79477911,0.917395197,4.72E-05,29.69681163,11.45145039,38.39787567,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,4.118431144
Zhangjiakou,Hebei,Y2040,S1,142.1738346,44.13026069,-1.19E-11,69.86539645,0,33.58955823,1.372880442,0.000119274,29.94467205,11.57651879,65.32077102,235.2340426,0,0,6.05,26.367,10.79,73.40276596,8.236862288
Zhangjiakou,Hebei,Y2040,S2,99.90813444,34.53468487,-2.25E-11,49.46975221,0,25.19216867,1.14513782,9.47E-05,29.92110798,11.56462855,49.43156603,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,6.177646716
Zhangjiakou,Hebei,Y2040,S3,61.63702806,25.07965775,0,30.88770412,0,16.79477911,0.917395197,6.51E-05,29.89704237,11.55248523,34.71032371,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,4.118431144
Zhangjiakou,Hebei,Y2050,S1,126.9500998,17.49448697,1.20E-11,62.47777213,0,33.58955823,1.372880442,0.000158083,30.68513356,11.95014979,55.86923293,235.2340426,0,0,6.05,26.367,10.79,73.40276596,8.236862288
Zhangjiakou,Hebei,Y2050,S2,89.46873426,14.99578158,-7.76E-12,44.31126933,0,25.19216867,1.14513782,0.00012198,30.53125841,11.87250561,42.71227501,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,6.177646716
Zhangjiakou,Hebei,Y2050,S3,55.49348944,12.12007161,-1.16E-11,27.74525786,0,16.79477911,0.917395197,8.22E-05,30.37717013,11.79475389,30.48397305,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,4.118431144
Zhanjiang,Guangdong ,YCurrent,S1,65.11606756,227.9987309,0,84.53208845,0,33.58955823,1.372880442,6.64E-05,29.09008176,11.14529932,88.92193469,235.2340426,0,0,6.05,26.367,10.79,73.40276596,8.236862288
Zhanjiang,Guangdong ,YCurrent,S2,46.73434069,163.6365764,0,60.64948171,0,25.19216867,1.14513782,4.91E-05,29.09509815,11.14783055,66.29226544,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,6.177646716
Zhanjiang,Guangdong ,YCurrent,S3,29.86372667,104.5654634,2.14E-11,38.73016158,0,16.79477911,0.917395197,3.71E-05,29.1065968,11.15363268,45.3857202,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,4.118431144
Zhanjiang,Guangdong ,Y2030,S1,68.1447855,181.4019004,0,54.31595621,0,33.58955823,1.372880442,7.13E-05,29.10331991,11.15197919,74.43735498,235.2340426,0,0,6.05,26.367,10.79,73.40276596,8.236862288
Zhanjiang,Guangdong ,Y2030,S2,48.90944249,130.1972814,3.44E-11,38.97131954,0,25.19216867,1.14513782,5.15E-05,29.10929793,11.15499565,55.90054419,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,6.177646716
Zhanjiang,Guangdong ,Y2030,S3,31.10573328,83.35017101,0,24.88987225,0,16.79477911,0.917395197,3.89E-05,29.1206182,11.16070777,38.75012982,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,4.118431144
Zhanjiang,Guangdong ,Y2040,S1,69.13939245,152.5382908,0,45.71818335,0,33.58955823,1.372880442,7.42E-05,29.11644993,11.15860449,67.28051121,235.2340426,0,0,6.05,26.367,10.79,73.40276596,8.236862288
Zhanjiang,Guangdong ,Y2040,S2,49.47181658,109.6024613,0,32.83860666,0,25.19216867,1.14513782,5.59E-05,29.12322748,11.16202439,50.76679273,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,6.177646716
Zhanjiang,Guangdong ,Y2040,S3,31.57186562,70.09091114,0,20.97229168,0,16.79477911,0.917395197,3.47E-05,29.13550244,11.16821823,35.47316258,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,4.118431144
Zhanjiang,Guangdong ,Y2050,S1,73.16075762,115.3916409,0,39.88714127,0,33.58955823,1.372880442,7.44E-05,29.14378298,11.17239653,59.63900752,235.2340426,0,0,6.05,26.367,10.79,73.40276596,8.236862288
Zhanjiang,Guangdong ,Y2050,S2,52.44715545,82.89609798,0,28.61567941,0,25.19216867,1.14513782,7.11E-05,29.15014485,11.17560668,45.285628,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,6.177646716
Zhanjiang,Guangdong ,Y2050,S3,33.4323363,53.08893885,0,18.25791693,0,16.79477911,0.917395197,4.52E-05,29.16434312,11.18277102,31.97545298,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,4.118431144
Fuzhou,Fujian,YCurrent,S1,65.26494836,230.4436653,0,90.22551405,0,33.58955823,1.372880442,6.32E-05,29.16084321,11.18100499,90.57014729,235.2340426,0,0,6.05,26.367,10.79,73.40276596,8.236862288
Fuzhou,Fujian,YCurrent,S2,46.84119304,165.3913239,0,64.73561764,0,25.19216867,1.14513782,4.80E-05,29.16671943,11.18397008,67.48134037,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,6.177646716
Fuzhou,Fujian,YCurrent,S3,29.68075726,105.9122489,0,41.3672403,0,16.79477911,0.917395197,4.85E-05,29.18030275,11.19082412,46.15385348,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,4.118431144
Fuzhou,Fujian,Y2030,S1,67.7795271,184.5921752,0,57.38543313,0,33.58955823,1.372880442,7.20E-05,29.17948921,11.19041361,75.61731911,235.2340426,0,0,6.05,26.367,10.79,73.40276596,8.236862288
Fuzhou,Fujian,Y2030,S2,48.60727337,132.5175298,0,41.18384837,0,25.19216867,1.14513782,5.83E-05,29.18738569,11.19439811,56.75435093,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,6.177646716
Fuzhou,Fujian,Y2030,S3,30.95919551,84.7634462,0,26.32656302,0,16.79477911,0.917395197,4.51E-05,29.20155391,11.20154728,39.3048963,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,4.118431144
Fuzhou,Fujian,Y2040,S1,69.73442182,154.0871781,0,48.73109803,0,33.58955823,1.372880442,7.89E-05,29.19993202,11.20072889,68.3177872,235.2340426,0,0,6.05,26.367,10.79,73.40276596,8.236862288
Fuzhou,Fujian,Y2040,S2,50.05205728,110.596461,0,34.96551362,0,25.19216867,1.14513782,5.75E-05,29.20821019,11.20490599,51.51866907,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,6.177646716
Fuzhou,Fujian,Y2040,S3,31.94066556,70.73741281,0,22.32234931,0,16.79477911,0.917395197,3.96E-05,29.22279241,11.21226406,35.96342193,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,4.118431144
Fuzhou,Fujian,Y2050,S1,81.89793775,106.8695981,0,43.59810899,0,33.58955823,1.372880442,7.30E-05,29.25136513,11.22668163,60.44173354,235.2340426,0,0,6.05,26.367,10.79,73.40276596,8.236862288
Fuzhou,Fujian,Y2050,S2,58.71772534,76.79239154,0,31.26690858,0,25.19216867,1.14513782,5.41E-05,29.26047912,11.23128048,45.87159147,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,6.177646716
Fuzhou,Fujian,Y2050,S3,37.20781699,49.48694569,0,19.88728452,0,16.79477911,0.917395197,4.47E-05,29.27735299,11.2397949,32.36285516,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,4.118431144
Jiuquan,Gansu,YCurrent,S1,245.7261888,18.8483249,-3.78E-11,142.9945185,0,33.58955823,1.372880442,0.000181404,31.53372383,12.3783417,95.51952253,235.2340426,0,0,6.05,26.367,10.79,73.40276596,98.86330639
Jiuquan,Gansu,YCurrent,S2,174.6668017,16.3104157,2.41E-11,101.9042326,0,25.19216867,1.14513782,0.000126809,31.29797234,12.25938337,71.23581183,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,74.14747979
Jiuquan,Gansu,YCurrent,S3,109.7362663,13.6849048,-1.45E-12,64.16438514,0,16.79477911,0.917395197,7.80E-05,31.02880077,12.12356153,48.78640802,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,49.4316532
Jiuquan,Gansu,Y2030,S1,195.8869216,12.44270327,9.71E-12,91.47024989,0,33.58955823,1.372880442,0.000192562,32.19476835,12.71189951,74.5529583,235.2340426,0,0,6.05,26.367,10.79,73.40276596,98.86330639
Jiuquan,Gansu,Y2030,S2,139.5684638,10.89124159,3.02E-11,65.24190803,0,25.19216867,1.14513782,0.000148422,31.86418493,12.54508974,56.24784112,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,74.14747979
Jiuquan,Gansu,Y2030,S3,88.0051125,9.253540096,-1.68E-11,41.19965573,0,16.79477911,0.917395197,9.37E-05,31.48852501,12.35553473,39.27546361,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,49.4316532
Jiuquan,Gansu,Y2040,S1,166.6750687,11.36480554,0,76.97958356,0,33.58955823,1.372880442,0.000193554,32.28965172,12.7597769,65.78777672,235.2340426,0,0,6.05,26.367,10.79,73.40276596,98.86330639
Jiuquan,Gansu,Y2040,S2,118.8917748,9.649350369,-1.80E-11,54.96576409,0,25.19216867,1.14513782,0.000149337,32.00892109,12.61812246,49.96875209,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,74.14747979
Jiuquan,Gansu,Y2040,S3,74.91113854,8.409378515,-5.49E-12,34.66060272,0,16.79477911,0.917395197,9.36E-05,31.56793438,12.39560407,35.27796367,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,49.4316532
Jiuquan,Gansu,Y2050,S1,131.803464,9.813903134,7.16E-12,63.35977945,0,33.58955823,1.372880442,0.00021433,32.52377049,12.87791138,56.03049453,235.2340426,0,0,6.05,26.367,10.79,73.40276596,98.86330639
Jiuquan,Gansu,Y2050,S2,93.93976301,8.484600529,-7.31E-12,45.26855593,0,25.19216867,1.14513782,0.000144022,32.1720134,12.70041754,42.98439935,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,74.14747979
Jiuquan,Gansu,Y2050,S3,59.26643691,7.227822456,-1.64E-11,28.60889953,0,16.79477911,0.917395197,9.61E-05,31.7461364,12.48552339,30.83822942,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,49.4316532
Xiangyang,Hubei,YCurrent,S1,187.2866316,181.8569091,0,105.4213241,0,33.58955823,1.372880442,9.33E-05,29.57844728,11.39172468,108.0973255,235.2340426,0,0,6.05,26.367,10.79,73.40276596,24.333326
Xiangyang,Hubei,YCurrent,S2,134.1076621,130.8982637,5.59E-12,75.57385284,0,25.19216867,1.14513782,7.19E-05,29.59507594,11.40011537,80.09887131,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,18.2499945
Xiangyang,Hubei,YCurrent,S3,85.46308237,83.97682233,1.45E-11,48.16934024,0,16.79477911,0.917395197,5.01E-05,29.62532044,11.41537651,54.26728973,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,12.166663
Xiangyang,Hubei,Y2030,S1,229.7884176,44.89238214,6.37E-12,92.06090288,0,33.58955823,1.372880442,0.000123894,30.23285575,11.721934,87.11819999,235.2340426,0,0,6.05,26.367,10.79,73.40276596,24.333326
Xiangyang,Hubei,Y2030,S2,161.5677767,36.73907894,-7.37E-12,65.01454395,0,25.19216867,1.14513782,9.50E-05,30.17468216,11.69258007,65.09943518,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,18.2499945
Xiangyang,Hubei,Y2030,S3,99.8151139,28.08307922,7.89E-12,40.4942866,0,16.79477911,0.917395197,5.87E-05,30.11412053,11.66202115,44.7473564,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,12.166663
Xiangyang,Hubei,Y2040,S1,208.3342579,22.34073526,2.41E-11,81.60815378,0,33.58955823,1.372880442,0.000159183,30.79809532,12.0071494,76.59156223,235.2340426,0,0,6.05,26.367,10.79,73.40276596,24.333326
Xiangyang,Hubei,Y2040,S2,147.0214869,19.6758729,-6.89E-13,57.70824253,0,25.19216867,1.14513782,0.00011814,30.63213723,11.92340826,57.59297238,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,18.2499945
Xiangyang,Hubei,Y2040,S3,91.51021654,16.07726624,8.39E-12,36.08437584,0,16.79477911,0.917395197,7.16E-05,30.4849077,11.84911741,40.00269254,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,12.166663
Xiangyang,Hubei,Y2050,S1,168.6458542,13.03486781,1.89E-11,68.7063092,0,33.58955823,1.372880442,0.000185741,31.44611514,12.33413505,64.62891863,235.2340426,0,0,6.05,26.367,10.79,73.40276596,24.333326
Xiangyang,Hubei,Y2050,S2,119.7428255,11.50707169,9.33E-12,48.85482207,0,25.19216867,1.14513782,0.000136204,31.20509839,12.21251991,49.06320307,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,18.2499945
Xiangyang,Hubei,Y2050,S3,74.98613022,9.937049441,-1.60E-11,30.64782265,0,16.79477911,0.917395197,8.47E-05,30.92335825,12.07035607,34.61426663,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,12.166663
Xianning,Hubei,YCurrent,S1,204.5978507,180.1191793,0,112.72909,0,33.58955823,1.372880442,8.45E-05,29.72759957,11.46698574,112.634421,235.2340426,0,0,6.05,26.367,10.79,73.40276596,24.333326
Xianning,Hubei,YCurrent,S2,146.5481632,129.6797881,0,80.7739218,0,25.19216867,1.14513782,6.09E-05,29.7428655,11.47468881,83.36722387,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,18.2499945
Xianning,Hubei,YCurrent,S3,93.44168742,83.13718522,0,51.52387732,0,16.79477911,0.917395197,3.85E-05,29.77100388,11.48888722,56.37086464,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,12.166663
Xianning,Hubei,Y2030,S1,250.4847039,30.66300627,1.99E-11,99.39167488,0,33.58955823,1.372880442,0.000124321,30.71593465,11.96569177,89.97027748,235.2340426,0,0,6.05,26.367,10.79,73.40276596,24.333326
Xianning,Hubei,Y2030,S2,176.6834417,26.18862273,6.28E-12,70.4349805,0,25.19216867,1.14513782,9.44E-05,30.59946609,11.90692266,67.18574658,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,18.2499945
Xianning,Hubei,Y2030,S3,109.4962349,21.32753643,-9.42E-12,44.0467126,0,16.79477911,0.917395197,6.12E-05,30.47162883,11.842417,46.12502133,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,12.166663
Xianning,Hubei,Y2040,S1,219.0529291,19.30433487,-1.75E-11,85.41173098,0,33.58955823,1.372880442,0.000157219,31.17828033,12.19898773,78.959281,235.2340426,0,0,6.05,26.367,10.79,73.40276596,24.333326
Xianning,Hubei,Y2040,S2,155.1120756,16.86609751,1.81E-11,60.7030756,0,25.19216867,1.14513782,0.00011571,30.98898516,12.10347089,59.32343156,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,18.2499945
Xianning,Hubei,Y2040,S3,96.60198478,14.46099867,0,38.00854319,0,16.79477911,0.917395197,6.86E-05,30.76440548,11.99014977,41.14556321,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,12.166663
Xianning,Hubei,Y2050,S1,175.062457,13.51275545,3.56E-12,71.15205462,0,33.58955823,1.372880442,0.000193158,31.66822394,12.44620938,66.52861752,235.2340426,0,0,6.05,26.367,10.79,73.40276596,24.333326
Xianning,Hubei,Y2050,S2,124.4096451,11.78855663,1.72E-11,50.64984842,0,25.19216867,1.14513782,0.000147673,31.40357575,12.31267001,50.44598503,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,18.2499945
Xianning,Hubei,Y2050,S3,78.39110609,9.476949677,-6.40E-12,31.94213282,0,16.79477911,0.917395197,8.45E-05,31.18458694,12.20216999,35.52386471,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,12.166663
Deyang,Sichuan ,YCurrent,S1,323.5175029,11.85678839,-3.39E-11,156.6054846,0,33.58955823,1.372880442,0.000337156,42.76490558,18.04550677,115.4129048,235.2340426,0,0,6.05,26.367,10.79,73.40276596,59.33475098
Deyang,Sichuan ,YCurrent,S2,231.3389211,12.38169279,0,112.0637054,0,25.19216867,1.14513782,0.000265096,40.86792943,17.08830768,86.41503862,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,44.50106324
Deyang,Sichuan ,YCurrent,S3,146.9563899,11.67372081,1.68E-12,71.31041722,0,16.79477911,0.917395197,0.000173138,39.14428461,16.21857019,59.50106211,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,29.66737549
Deyang,Sichuan ,Y2030,S1,255.9557277,11.22866143,9.99E-12,98.91652094,0,33.58955823,1.372880442,0.000336887,42.61954873,17.97216086,90.65201444,235.2340426,0,0,6.05,26.367,10.79,73.40276596,59.33475098
Deyang,Sichuan ,Y2030,S2,182.9608617,11.80083527,1.15E-11,70.76321845,0,25.19216867,1.14513782,0.000267274,40.67510081,16.99100789,68.63446593,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,44.50106324
