t,s,w
t1109,0.246,0.145
t1110,0.207,0.135
t1111,0.168,0.148
t1112,0.122,0.18
t1113,0.046,0.224
t1114,0,0.225
t1115,0,0.208
t1116,0,0.191
t1117,0,0.149
t1118,0,0.113
t1119,0,0.085
t1120,0,0.097
t1121,0,0.116
t1122,0,0.118
t1123,0,0.115
t1124,0,0.112
t1125,0,0.105
t1126,0,0.093
t1127,0.001,0.096
t1128,0.077,0.147
t1129,0.238,0.147
t1130,0.402,0.107
t1131,0.503,0.068
t1132,0.502,0.039
t1133,0.356,0.021
t1134,0.187,0.013
t1135,0.102,0.032
t1136,0.065,0.058
t1137,0.017,0.043
t1138,0,0.06
t1139,0,0.069
t1140,0,0.081
t1141,0,0.085
t1142,0,0.093
t1143,0,0.092
t1144,0,0.085
t1145,0,0.079
t1146,0,0.066
t1147,0,0.052
t1148,0,0.051
t1149,0,0.046
t1150,0,0.042
t1151,0,0.033
t1152,0.015,0.018
t1153,0.04,0.016
t1154,0.083,0.027
t1155,0.118,0.047
t1156,0.149,0.073
t1157,0.15,0.085
t1158,0.125,0.063
t1159,0.101,0.034
t1160,0.062,0.009
t1161,0.021,0.003
t1162,0,0.001
t1163,0,0.001
t1164,0,0.001
t1165,0,0.001
t1166,0,0
t1167,0,0.001
t1168,0,0.004
t1169,0,0.013
t1170,0,0.028
t1171,0,0.072
t1172,0,0.179
t1173,0,0.299
t1174,0,0.279
t1175,0.007,0.231
t1176,0.127,0.218
t1177,0.341,0.315
t1178,0.461,0.241
t1179,0.508,0.132
t1180,0.692,0.086
t1181,0.728,0.053
t1182,0.685,0.014
t1183,0.587,0
t1184,0.402,0.003
t1185,0.11,0.015
t1186,0.001,0.037
t1187,0,0.053
t1188,0,0.061
t1189,0,0.075
t1190,0,0.074
t1191,0,0.075
t1192,0,0.076
t1193,0,0.05
t1194,0,0.033
t1195,0,0.029
t1196,0,0.027
t1197,0,0.025
t1198,0,0.026
t1199,0.003,0.038
t1200,0.075,0.05
t1201,0.185,0.082
t1202,0.248,0.095
t1203,0.281,0.096
t1204,0.335,0.113
t1205,0.335,0.128
t1206,0.31,0.12
t1207,0.23,0.076
t1208,0.131,0.032
t1209,0.045,0.032
t1210,0,0.064
t1211,0,0.082
t1212,0,0.096
t1213,0,0.093
t1214,0,0.061
t1215,0,0.045
t1216,0,0.065
t1217,0,0.069
t1218,0,0.064
t1219,0,0.091
t1220,0,0.094
t1221,0,0.094
t1222,0,0.084
t1223,0,0.07
t1224,0.04,0.067
t1225,0.131,0.134
t1226,0.153,0.112
t1227,0.189,0.075
t1228,0.185,0.094
t1229,0.23,0.148
t1230,0.222,0.217
t1231,0.152,0.216
t1232,0.057,0.168
t1233,0.014,0.12
t1234,0,0.152
t1235,0,0.092
t1236,0,0.111
t1237,0,0.145
t1238,0,0.11
t1239,0,0.05
t1240,0,0.046
t1241,0,0.041
t1242,0,0.036
t1243,0,0.037
t1244,0,0.04
t1245,0,0.045
t1246,0,0.072
t1247,0.001,0.102
t1248,0.043,0.117
t1249,0.138,0.157
t1250,0.265,0.225
t1251,0.355,0.293
t1252,0.437,0.37
t1253,0.494,0.423
t1254,0.553,0.466
t1255,0.512,0.503
t1256,0.335,0.516
t1257,0.148,0.478
t1258,0.009,0.361
t1259,0,0.326
t1260,0,0.294
t1261,0,0.27
t1262,0,0.224
t1263,0,0.176
t1264,0,0.156
t1265,0,0.127
t1266,0,0.102
t1267,0,0.098
t1268,0,0.105
t1269,0,0.109
t1270,0,0.093
t1271,0.012,0.07
t1272,0.168,0.051
t1273,0.423,0.027
t1274,0.592,0.007
t1275,0.686,0.02
t1276,0.566,0.032
t1277,0.455,0.043
t1278,0.308,0.062
t1279,0.205,0.067
t1280,0.079,0.057
t1281,0.017,0.036
t1282,0,0.02
t1283,0,0.019
t1284,0,0.023
t1285,0,0.027
t1286,0,0.024
t1287,0,0.011
t1288,0,0.009
t1289,0,0.017
t1290,0,0.025
t1291,0,0.028
t1292,0,0.037
t1293,0,0.046
t1294,0,0.056
t1295,0.005,0.058
t1296,0.124,0.017
t1297,0.212,0.013
t1298,0.286,0.005
t1299,0.305,0.002
t1300,0.29,0.001
t1301,0.294,0.001
t1302,0.302,0.003
t1303,0.224,0.004
t1304,0.143,0.008
t1305,0.058,0.011
t1306,0.002,0.014
t1307,0,0.014
t1308,0,0.017
t1309,0,0.02
t1310,0,0.022
t1311,0,0.018
t1312,0,0.012
t1313,0,0.01
t1314,0,0.011
t1315,0,0.018
t1316,0,0.032
t1317,0,0.049
t1318,0,0.054
t1319,0.002,0.051
t1320,0.053,0.026
t1321,0.13,0.017
t1322,0.208,0.019
t1323,0.266,0.014
t1324,0.273,0.011
t1325,0.248,0.01
t1326,0.199,0.011
t1327,0.15,0.017
t1328,0.086,0.031
t1329,0.029,0.043
t1330,0,0.062
t1331,0,0.077
t1332,0,0.071
t1333,0,0.076
t1334,0,0.067
t1335,0,0.058
t1336,0,0.055
t1337,0,0.045
t1338,0,0.034
t1339,0,0.027
t1340,0,0.021
t1341,0,0.02
t1342,0,0.025
t1343,0.003,0.035
t1344,0.065,0.043
t1345,0.183,0.059
t1346,0.302,0.06
t1347,0.413,0.053
t1348,0.519,0.043
t1349,0.546,0.043
t1350,0.478,0.055
t1351,0.327,0.082
t1352,0.2,0.116
t1353,0.083,0.138
t1354,0.004,0.125
t1355,0,0.103
t1356,0,0.089
t1357,0,0.081
t1358,0,0.058
t1359,0,0.028
t1360,0,0.005
