t,s,w
t649,0.104,0.002
t650,0.244,0
t651,0.359,0.001
t652,0.462,0.004
t653,0.557,0.018
t654,0.537,0.051
t655,0.351,0.077
t656,0.19,0.091
t657,0.072,0.107
t658,0.004,0.128
t659,0,0.102
t660,0,0.056
t661,0,0.03
t662,0,0.022
t663,0,0.018
t664,0,0.012
t665,0,0.005
t666,0,0.008
t667,0,0.033
t668,0,0.055
t669,0,0.046
t670,0,0.025
t671,0,0.02
t672,0,0.018
t673,0.049,0.018
t674,0.159,0.008
t675,0.28,0.009
t676,0.376,0.02
t677,0.461,0.053
t678,0.43,0.083
t679,0.366,0.095
t680,0.248,0.093
t681,0.103,0.097
t682,0.006,0.106
t683,0,0.087
t684,0,0.062
t685,0,0.047
t686,0,0.044
t687,0,0.05
t688,0,0.068
t689,0,0.098
t690,0,0.134
t691,0,0.174
t692,0,0.203
t693,0,0.244
t694,0,0.343
t695,0,0.447
t696,0,0.451
t697,0.03,0.341
t698,0.08,0.269
t699,0.155,0.303
t700,0.276,0.251
t701,0.354,0.149
t702,0.214,0.106
t703,0.142,0.138
t704,0.079,0.181
t705,0.021,0.188
t706,0,0.196
t707,0,0.218
t708,0,0.216
t709,0,0.234
t710,0,0.237
t711,0,0.203
t712,0,0.162
t713,0,0.112
t714,0,0.077
t715,0,0.063
t716,0,0.04
t717,0,0.02
t718,0,0.012
t719,0,0.014
t720,0,0.035
t721,0.015,0.095
t722,0.048,0.283
t723,0.119,0.564
t724,0.332,0.717
t725,0.635,0.756
t726,0.696,0.749
t727,0.585,0.729
t728,0.427,0.69
t729,0.224,0.613
t730,0.03,0.435
t731,0,0.257
t732,0,0.228
t733,0,0.223
t734,0,0.205
t735,0,0.186
t736,0,0.188
t737,0,0.218
t738,0,0.268
t739,0,0.31
t740,0,0.317
t741,0,0.284
t742,0,0.208
t743,0,0.133
t744,0.014,0.087
t745,0.347,0.041
t746,0.595,0.038
t747,0.757,0.098
t748,0.843,0.141
t749,0.865,0.201
t750,0.824,0.24
t751,0.719,0.237
t752,0.54,0.243
t753,0.283,0.22
t754,0.042,0.237
t755,0,0.379
t756,0,0.5
t757,0,0.491
t758,0,0.398
t759,0,0.217
t760,0,0.098
t761,0,0.107
t762,0,0.123
t763,0,0.139
t764,0,0.149
t765,0,0.154
t766,0,0.206
t767,0,0.27
t768,0.007,0.277
t769,0.163,0.21
t770,0.388,0.24
t771,0.621,0.408
t772,0.725,0.602
t773,0.52,0.739
t774,0.362,0.816
t775,0.233,0.857
t776,0.105,0.812
t777,0.034,0.711
t778,0.002,0.669
t779,0,0.63
