t,s,w
t977,0,0.163
t978,0,0.174
t979,0,0.185
t980,0,0.196
t981,0,0.213
t982,0,0.222
t983,0.001,0.236
t984,0.067,0.293
t985,0.158,0.337
t986,0.259,0.328
t987,0.351,0.298
t988,0.377,0.265
t989,0.345,0.252
t990,0.327,0.244
t991,0.281,0.234
t992,0.167,0.237
t993,0.058,0.291
t994,0.001,0.391
t995,0,0.464
t996,0,0.52
t997,0,0.539
t998,0,0.538
t999,0,0.504
t1000,0,0.443
t1001,0,0.398
t1002,0,0.374
t1003,0,0.348
t1004,0,0.331
t1005,0,0.306
t1006,0,0.279
t1007,0,0.259
t1008,0.061,0.249
t1009,0.199,0.241
t1010,0.378,0.203
t1011,0.553,0.16
t1012,0.658,0.117
t1013,0.666,0.069
t1014,0.64,0.039
t1015,0.561,0.022
t1016,0.399,0.013
t1017,0.184,0.012
t1018,0.012,0.04
t1019,0,0.064
t1020,0,0.045
t1021,0,0.014
t1022,0,0.006
t1023,0,0.011
t1024,0,0.017
t1025,0,0.024
t1026,0,0.037
t1027,0,0.045
t1028,0,0.046
t1029,0,0.042
t1030,0,0.047
t1031,0.001,0.068
t1032,0.074,0.069
t1033,0.2,0.1
t1034,0.347,0.151
t1035,0.42,0.201
t1036,0.467,0.24
t1037,0.454,0.283
t1038,0.435,0.33
t1039,0.314,0.399
t1040,0.203,0.467
t1041,0.083,0.503
t1042,0.003,0.47
t1043,0,0.395
t1044,0,0.338
t1045,0,0.314
t1046,0,0.337
t1047,0,0.278
t1048,0,0.22
t1049,0,0.184
t1050,0,0.158
t1051,0,0.148
t1052,0,0.144
t1053,0,0.149
t1054,0,0.159
t1055,0,0.179
t1056,0.024,0.174
t1057,0.085,0.187
t1058,0.171,0.196
t1059,0.277,0.172
t1060,0.335,0.151
t1061,0.345,0.138
t1062,0.336,0.147
t1063,0.258,0.183
t1064,0.167,0.223
t1065,0.075,0.281
t1066,0.004,0.304
t1067,0,0.294
t1068,0,0.282
t1069,0,0.249
t1070,0,0.204
t1071,0,0.193
t1072,0,0.156
t1073,0,0.139
t1074,0,0.134
t1075,0,0.131
t1076,0,0.114
t1077,0,0.091
t1078,0,0.06
t1079,0.005,0.034
t1080,0.144,0.01
t1081,0.364,0
t1082,0.539,0
t1083,0.656,0
t1084,0.749,0.005
t1085,0.744,0.026
t1086,0.647,0.046
t1087,0.488,0.053
t1088,0.308,0.04
t1089,0.122,0.018
t1090,0.006,0.005
t1091,0,0.004
t1092,0,0.025
t1093,0,0.065
t1094,0,0.09
t1095,0,0.098
t1096,0,0.12
t1097,0,0.148
t1098,0,0.182
t1099,0,0.246
t1100,0,0.307
t1101,0,0.352
t1102,0,0.352
t1103,0.001,0.323
t1104,0.058,0.328
t1105,0.142,0.3
t1106,0.239,0.249
t1107,0.316,0.183
t1108,0.231,0.17
t1109,0.181,0.179
t1110,0.195,0.193
t1111,0.177,0.236
t1112,0.125,0.303
t1113,0.049,0.386
t1114,0.002,0.441
t1115,0,0.489
t1116,0,0.53
t1117,0,0.554
t1118,0,0.587
t1119,0,0.589
t1120,0,0.586
t1121,0,0.557
t1122,0,0.544
t1123,0,0.55
t1124,0,0.552
t1125,0,0.544
t1126,0,0.517
t1127,0.001,0.5
t1128,0.054,0.505
t1129,0.12,0.513
t1130,0.166,0.481
t1131,0.179,0.412
t1132,0.162,0.373
t1133,0.144,0.358
t1134,0.137,0.373
t1135,0.112,0.41
t1136,0.072,0.442
t1137,0.028,0.434
t1138,0,0.402
t1139,0,0.386
t1140,0,0.432
t1141,0,0.481
t1142,0,0.497
t1143,0,0.476
t1144,0,0.442
t1145,0,0.419
t1146,0,0.396
