t,s,w
t1305,0.225,0
t1306,0.047,0.003
t1307,0,0.018
t1308,0,0.037
t1309,0,0.031
t1310,0,0.011
t1311,0,0.004
t1312,0,0.002
t1313,0,0.002
t1314,0,0.002
t1315,0,0.001
t1316,0,0
t1317,0,0
t1318,0,0
t1319,0,0
t1320,0.026,0
t1321,0.167,0
t1322,0.299,0
t1323,0.461,0.001
t1324,0.585,0.002
t1325,0.553,0.003
t1326,0.411,0.005
t1327,0.271,0.014
t1328,0.207,0.034
t1329,0.11,0.06
t1330,0.027,0.119
t1331,0,0.161
t1332,0,0.166
t1333,0,0.156
t1334,0,0.132
t1335,0,0.1
t1336,0,0.066
t1337,0,0.033
t1338,0,0.018
t1339,0,0.021
t1340,0,0.032
t1341,0,0.049
t1342,0,0.07
t1343,0,0.082
t1344,0.024,0.057
t1345,0.084,0.012
t1346,0.128,0.005
t1347,0.126,0.004
t1348,0.132,0
t1349,0.172,0
t1350,0.189,0.001
t1351,0.147,0.01
t1352,0.077,0.05
t1353,0.038,0.114
t1354,0.006,0.151
t1355,0,0.167
t1356,0,0.158
t1357,0,0.129
t1358,0,0.091
t1359,0,0.086
t1360,0,0.117
t1361,0,0.13
t1362,0,0.091
t1363,0,0.06
t1364,0,0.084
t1365,0,0.161
t1366,0,0.077
t1367,0,0.06
t1368,0.015,0.065
t1369,0.08,0.09
t1370,0.17,0.101
t1371,0.245,0.128
t1372,0.265,0.146
t1373,0.248,0.133
t1374,0.255,0.107
t1375,0.251,0.101
t1376,0.182,0.102
t1377,0.093,0.104
t1378,0.015,0.071
t1379,0,0.035
t1380,0,0.037
t1381,0,0.065
t1382,0,0.094
t1383,0,0.115
t1384,0,0.134
t1385,0,0.147
t1386,0,0.13
t1387,0,0.107
t1388,0,0.11
t1389,0,0.137
t1390,0,0.107
t1391,0,0.01
t1392,0.041,0
t1393,0.146,0
t1394,0.417,0
