t,s,w
t840,0.033,0.118
t841,0.177,0.094
t842,0.338,0.125
t843,0.498,0.147
t844,0.61,0.139
t845,0.614,0.129
t846,0.602,0.125
t847,0.513,0.131
t848,0.423,0.127
t849,0.26,0.107
t850,0.067,0.088
t851,0,0.114
t852,0,0.168
t853,0,0.228
t854,0,0.266
t855,0,0.252
t856,0,0.222
t857,0,0.162
t858,0,0.114
t859,0,0.101
t860,0,0.116
t861,0,0.106
t862,0,0.105
t863,0,0.125
t864,0.055,0.138
t865,0.271,0.155
t866,0.508,0.228
t867,0.645,0.285
t868,0.725,0.334
t869,0.757,0.391
t870,0.737,0.463
t871,0.654,0.532
t872,0.528,0.59
t873,0.343,0.635
t874,0.113,0.648
t875,0,0.641
t876,0,0.61
t877,0,0.568
t878,0,0.537
t879,0,0.499
t880,0,0.44
t881,0,0.355
t882,0,0.274
t883,0,0.246
t884,0,0.233
t885,0,0.19
t886,0,0.156
t887,0,0.154
t888,0.065,0.157
t889,0.273,0.132
t890,0.481,0.13
t891,0.631,0.138
t892,0.699,0.143
t893,0.727,0.137
t894,0.701,0.131
t895,0.629,0.139
t896,0.498,0.178
t897,0.309,0.261
t898,0.092,0.419
t899,0,0.552
t900,0,0.541
t901,0,0.457
t902,0,0.379
t903,0,0.382
t904,0,0.428
t905,0,0.434
t906,0,0.395
t907,0,0.338
t908,0,0.299
t909,0,0.289
t910,0,0.294
t911,0,0.328
t912,0.051,0.332
t913,0.216,0.383
t914,0.416,0.457
t915,0.569,0.502
t916,0.647,0.541
t917,0.663,0.574
t918,0.631,0.593
t919,0.542,0.586
t920,0.39,0.559
t921,0.217,0.539
t922,0.055,0.563
t923,0,0.62
t924,0,0.618
t925,0,0.6
t926,0,0.571
t927,0,0.543
t928,0,0.539
t929,0,0.501
t930,0,0.482
t931,0,0.476
t932,0,0.464
t933,0,0.457
t934,0,0.465
t935,0,0.474
t936,0.044,0.421
t937,0.2,0.411
t938,0.36,0.422
t939,0.552,0.397
t940,0.633,0.386
t941,0.665,0.38
t942,0.641,0.382
t943,0.556,0.383
t944,0.426,0.386
t945,0.238,0.422
t946,0.056,0.513
t947,0,0.574
t948,0,0.568
t949,0,0.556
t950,0,0.519
t951,0,0.475
t952,0,0.406
t953,0,0.353
t954,0,0.343
t955,0,0.323
t956,0,0.304
t957,0,0.306
t958,0,0.312
t959,0,0.315
t960,0.036,0.281
t961,0.171,0.249
t962,0.359,0.249
t963,0.515,0.241
t964,0.595,0.243
t965,0.621,0.252
t966,0.611,0.261
t967,0.531,0.274
t968,0.379,0.311
t969,0.212,0.377
t970,0.067,0.41
t971,0,0.364
t972,0,0.285
t973,0,0.218
t974,0,0.173
t975,0,0.155
t976,0,0.156
t977,0,0.159
t978,0,0.162
t979,0,0.186
t980,0,0.23
t981,0,0.291
t982,0,0.363
t983,0,0.421
t984,0.026,0.421
t985,0.141,0.38
t986,0.275,0.302
t987,0.396,0.222
t988,0.47,0.144
t989,0.49,0.094
t990,0.481,0.087
t991,0.438,0.12
t992,0.32,0.181
t993,0.189,0.26
t994,0.056,0.332
t995,0,0.356
t996,0,0.341
t997,0,0.305
t998,0,0.286
t999,0,0.259
t1000,0,0.235
t1001,0,0.214
t1002,0,0.204
t1003,0,0.201
t1004,0,0.204
t1005,0,0.211
t1006,0,0.227
t1007,0,0.241
t1008,0.042,0.234
t1009,0.226,0.214
t1010,0.437,0.201
t1011,0.588,0.195
t1012,0.681,0.179
t1013,0.713,0.184
t1014,0.678,0.199
t1015,0.582,0.209
t1016,0.428,0.212
t1017,0.266,0.218
t1018,0.079,0.223
t1019,0,0.208
t1020,0,0.17
t1021,0,0.138
t1022,0,0.118
t1023,0,0.11
t1024,0,0.115
t1025,0,0.128
t1026,0,0.141
t1027,0,0.152
t1028,0,0.157
t1029,0,0.167
t1030,0,0.185
t1031,0,0.206
t1032,0.055,0.188
t1033,0.237,0.151
t1034,0.41,0.107
t1035,0.578,0.081
t1036,0.632,0.085
t1037,0.685,0.106
t1038,0.666,0.144
t1039,0.587,0.19
t1040,0.439,0.233
t1041,0.246,0.274
t1042,0.075,0.302
t1043,0,0.307
t1044,0,0.252
t1045,0,0.201
t1046,0,0.167
t1047,0,0.145
t1048,0,0.136
t1049,0,0.133
t1050,0,0.137
t1051,0,0.153
t1052,0,0.17
t1053,0,0.182
t1054,0,0.179
t1055,0,0.161
t1056,0.078,0.128
t1057,0.281,0.138
t1058,0.476,0.139
t1059,0.606,0.128
t1060,0.688,0.139
t1061,0.727,0.184
t1062,0.707,0.229
t1063,0.621,0.266
t1064,0.494,0.3
t1065,0.31,0.32
t1066,0.102,0.319
t1067,0,0.272
t1068,0,0.204
t1069,0,0.17
t1070,0,0.16
t1071,0,0.179
t1072,0,0.201
t1073,0,0.219
t1074,0,0.255
t1075,0,0.285
t1076,0,0.267
t1077,0,0.239
t1078,0,0.213
t1079,0,0.192
t1080,0.059,0.152
t1081,0.217,0.172
t1082,0.466,0.231
t1083,0.61,0.244
t1084,0.675,0.243
t1085,0.697,0.251
t1086,0.681,0.261
t1087,0.608,0.261
t1088,0.482,0.241
t1089,0.276,0.225
t1090,0.078,0.241
t1091,0,0.265
t1092,0,0.251
t1093,0,0.226
t1094,0,0.197
t1095,0,0.171
t1096,0,0.158
t1097,0,0.152
t1098,0,0.124
t1099,0,0.103
t1100,0,0.088
t1101,0,0.078
t1102,0,0.084
