t,s,w
t1196,0,0.024
t1197,0,0.035
t1198,0,0.037
t1199,0,0.036
t1200,0,0.027
t1201,0,0.017
t1202,0.044,0.019
t1203,0.208,0.023
t1204,0.451,0.029
t1205,0.673,0.038
t1206,0.771,0.031
t1207,0.78,0.025
t1208,0.725,0.022
t1209,0.6,0.035
t1210,0.411,0.073
t1211,0.168,0.113
t1212,0.004,0.103
t1213,0,0.048
t1214,0,0.025
t1215,0,0.028
t1216,0,0.031
t1217,0,0.029
t1218,0,0.028
t1219,0,0.026
t1220,0,0.012
t1221,0,0.005
t1222,0,0.004
t1223,0,0.002
t1224,0,0.002
t1225,0,0.004
t1226,0.144,0.006
t1227,0.394,0.002
t1228,0.602,0.001
t1229,0.737,0.001
t1230,0.806,0.032
t1231,0.787,0.136
t1232,0.645,0.159
t1233,0.418,0.152
t1234,0.191,0.141
t1235,0.048,0.124
t1236,0,0.068
t1237,0,0.03
t1238,0,0.02
t1239,0,0.045
t1240,0,0.054
t1241,0,0.043
t1242,0,0.032
t1243,0,0.035
t1244,0,0.041
t1245,0,0.049
t1246,0,0.058
t1247,0,0.041
t1248,0,0.025
t1249,0,0.026
t1250,0.017,0.025
t1251,0.083,0.003
t1252,0.18,0
t1253,0.257,0
t1254,0.28,0
t1255,0.267,0
t1256,0.23,0.014
t1257,0.182,0.033
t1258,0.12,0.037
t1259,0.044,0.04
t1260,0,0.033
t1261,0,0.022
t1262,0,0.011
t1263,0,0.006
t1264,0,0.002
t1265,0,0
t1266,0,0
t1267,0,0
t1268,0,0.001
t1269,0,0.001
t1270,0,0.001
t1271,0,0.001
t1272,0,0
t1273,0,0
t1274,0.044,0
t1275,0.177,0
t1276,0.337,0
t1277,0.477,0
t1278,0.541,0
t1279,0.54,0
t1280,0.493,0
t1281,0.403,0.001
t1282,0.268,0.013
t1283,0.111,0.02
t1284,0.005,0.024
t1285,0,0.015
t1286,0,0.011
t1287,0,0.011
t1288,0,0.01
t1289,0,0.006
t1290,0,0.004
t1291,0,0.001
t1292,0,0.001
t1293,0,0
t1294,0,0.001
t1295,0,0.005
t1296,0,0.013
t1297,0,0.019
t1298,0.185,0.02
t1299,0.456,0.003
t1300,0.661,0
t1301,0.796,0
t1302,0.865,0
t1303,0.873,0
t1304,0.821,0
t1305,0.705,0.001
t1306,0.52,0.012
t1307,0.26,0.053
t1308,0.018,0.055
t1309,0,0.009
t1310,0,0
t1311,0,0
t1312,0,0
t1313,0,0
t1314,0,0.001
t1315,0,0.002
t1316,0,0.001
t1317,0,0
t1318,0,0
t1319,0,0
t1320,0,0
t1321,0,0
t1322,0.188,0.002
t1323,0.454,0.001
t1324,0.664,0.002
t1325,0.796,0
t1326,0.863,0
t1327,0.869,0.001
t1328,0.816,0.012
t1329,0.698,0.032
t1330,0.511,0.096
t1331,0.251,0.145
t1332,0.017,0.115
t1333,0,0.012
t1334,0,0
t1335,0,0.001
t1336,0,0.004
t1337,0,0.005
t1338,0,0.002
t1339,0,0.001
t1340,0,0.006
t1341,0,0.013
t1342,0,0.016
t1343,0,0.016
t1344,0,0.012
t1345,0,0.014
t1346,0.13,0.022
t1347,0.372,0.011
t1348,0.576,0.011
t1349,0.701,0.004
t1350,0.738,0
t1351,0.731,0.003
t1352,0.692,0.025
t1353,0.592,0.073
t1354,0.422,0.125
t1355,0.19,0.153
t1356,0.013,0.106
t1357,0,0.025
t1358,0,0.008
t1359,0,0.011
t1360,0,0.01
t1361,0,0.004
t1362,0,0.003
t1363,0,0.001
t1364,0,0
t1365,0,0
t1366,0,0
t1367,0,0.004
t1368,0,0.022
t1369,0,0.041
t1370,0.172,0.047
t1371,0.438,0.015
t1372,0.644,0.007
