t,s,w
t1053,0,0.713
t1054,0,0.644
t1055,0,0.675
t1056,0,0.822
t1057,0.083,0.921
t1058,0.34,0.94
t1059,0.616,0.93
t1060,0.725,0.926
t1061,0.733,0.93
t1062,0.681,0.93
t1063,0.553,0.923
t1064,0.359,0.906
t1065,0.185,0.871
t1066,0.031,0.802
t1067,0,0.704
t1068,0,0.597
t1069,0,0.481
t1070,0,0.376
t1071,0,0.277
t1072,0,0.21
t1073,0,0.165
t1074,0,0.153
t1075,0,0.169
t1076,0,0.202
t1077,0,0.222
t1078,0,0.202
t1079,0,0.164
t1080,0.024,0.138
t1081,0.361,0.095
t1082,0.611,0.192
t1083,0.787,0.238
t1084,0.891,0.287
t1085,0.9,0.349
t1086,0.9,0.391
t1087,0.814,0.391
t1088,0.653,0.361
t1089,0.413,0.321
t1090,0.106,0.277
t1091,0,0.259
t1092,0,0.243
t1093,0,0.229
t1094,0,0.206
t1095,0,0.167
t1096,0,0.145
t1097,0,0.136
t1098,0,0.123
t1099,0,0.105
t1100,0,0.096
t1101,0,0.106
t1102,0,0.116
t1103,0,0.116
t1104,0.033,0.098
t1105,0.362,0.039
t1106,0.615,0.003
t1107,0.787,0
t1108,0.879,0
t1109,0.9,0
t1110,0.866,0
t1111,0.762,0
t1112,0.583,0
t1113,0.266,0
t1114,0.047,0
t1115,0,0.001
t1116,0,0.002
t1117,0,0.002
t1118,0,0.001
t1119,0,0.002
t1120,0,0.005
t1121,0,0.007
t1122,0,0.01
t1123,0,0.027
t1124,0,0.073
t1125,0,0.133
t1126,0,0.131
t1127,0,0.085
t1128,0.009,0.047
t1129,0.159,0.011
t1130,0.334,0.003
t1131,0.477,0.002
t1132,0.659,0.002
t1133,0.744,0.003
t1134,0.608,0.006
t1135,0.421,0.005
t1136,0.29,0.003
t1137,0.126,0.001
t1138,0.016,0.001
t1139,0,0.006
t1140,0,0.018
t1141,0,0.025
t1142,0,0.017
t1143,0,0.005
t1144,0,0.002
t1145,0,0.002
t1146,0,0.002
t1147,0,0.001
t1148,0,0
t1149,0,0
t1150,0,0
t1151,0,0
t1152,0.001,0
t1153,0.055,0
t1154,0.168,0
t1155,0.288,0
t1156,0.353,0.002
t1157,0.383,0.008
t1158,0.352,0.021
