t,s,w
t720,0.004,0.003
t721,0.274,0.001
t722,0.521,0
t723,0.69,0.014
t724,0.794,0.025
t725,0.838,0.031
t726,0.827,0.055
t727,0.767,0.113
t728,0.649,0.201
t729,0.468,0.312
t730,0.218,0.406
t731,0.006,0.46
t732,0,0.317
t733,0,0.182
t734,0,0.125
t735,0,0.082
t736,0,0.065
t737,0,0.056
t738,0,0.042
t739,0,0.037
t740,0,0.044
t741,0,0.05
t742,0,0.059
t743,0,0.078
t744,0,0.103
t745,0.033,0.141
t746,0.172,0.227
t747,0.562,0.394
t748,0.751,0.578
t749,0.807,0.668
t750,0.808,0.692
t751,0.753,0.687
t752,0.644,0.703
t753,0.473,0.725
t754,0.233,0.69
t755,0.009,0.773
t756,0,0.808
t757,0,0.837
t758,0,0.845
t759,0,0.779
t760,0,0.678
t761,0,0.634
t762,0,0.635
t763,0,0.655
t764,0,0.694
t765,0,0.714
t766,0,0.739
t767,0,0.762
t768,0.009,0.78
t769,0.314,0.69
t770,0.55,0.744
t771,0.702,0.971
t772,0.795,0.987
t773,0.838,0.989
t774,0.831,0.989
t775,0.776,0.987
t776,0.667,0.985
t777,0.496,0.98
t778,0.251,0.957
t779,0.012,0.913
t780,0,0.902
t781,0,0.911
t782,0,0.899
t783,0,0.874
t784,0,0.848
t785,0,0.797
t786,0,0.758
t787,0,0.691
t788,0,0.557
t789,0,0.415
t790,0,0.382
t791,0,0.404
t792,0.007,0.311
t793,0.275,0.181
t794,0.525,0.111
t795,0.696,0.033
t796,0.797,0.019
t797,0.837,0.018
t798,0.827,0.021
t799,0.767,0.051
t800,0.653,0.134
t801,0.48,0.281
t802,0.235,0.401
t803,0.01,0.516
t804,0,0.452
t805,0,0.357
t806,0,0.294
t807,0,0.251
t808,0,0.2
t809,0,0.129
t810,0,0.043
t811,0,0.003
t812,0,0
t813,0,0.001
t814,0,0.003
t815,0,0.005
t816,0.001,0.002
t817,0.115,0
t818,0.313,0.003
t819,0.531,0.045
t820,0.754,0.141
t821,0.805,0.264
